,logFC,logCPM,F,PValue,FDR
ENSMZEG00005021417,-3.89682558,3.326237619,61.26092868,7.59E-08,0.001329646
ENSMZEG00005027654,0.854232409,6.939868636,32.75988005,7.37E-06,0.038564127
ENSMZEG00005023664,-2.042460157,3.042615539,31.2695969,1.02E-05,0.038564127
ENSMZEG00005011946,1.185928733,4.512329314,31.17456343,1.04E-05,0.038564127
ENSMZEG00005026555,1.680307837,4.120471245,30.98168669,1.19E-05,0.038564127
ENSMZEG00005011573,-1.896796011,2.514309557,29.67189452,1.46E-05,0.038564127
ENSMZEG00005015133,1.340272191,6.604295376,29.02545767,1.74E-05,0.038564127
ENSMZEG00005014622,-1.900792207,3.546240556,29.05043176,1.82E-05,0.038564127
ENSMZEG00005025436,1.359130452,7.477348811,28.10024694,2.10E-05,0.038564127
ENSMZEG00005010919,-1.858100972,2.911711305,27.70466025,2.30E-05,0.038564127
ENSMZEG00005010021,-2.020415528,2.769025095,27.26172676,2.55E-05,0.038564127
ENSMZEG00005025166,1.391293376,4.847521539,27.52361846,2.64E-05,0.038564127
ENSMZEG00005013796,-2.228731129,3.59070134,26.90719375,3.42E-05,0.03967145
ENSMZEG00005023850,1.778489519,5.18566803,26.93672398,3.67E-05,0.03967145
ENSMZEG00005001338,-1.487809889,3.414740975,25.61313483,3.81E-05,0.03967145
ENSMZEG00005021163,1.512853964,4.809218898,26.09889602,3.93E-05,0.03967145
ENSMZEG00005026340,-2.688702912,0.907818753,25.46591901,3.95E-05,0.03967145
ENSMZEG00005017596,0.961330051,6.085960169,25.33738404,4.07E-05,0.03967145
ENSMZEG00005008984,-0.57598447,5.926828292,24.59640488,4.91E-05,0.045249671
ENSMZEG00005011660,-1.75629065,2.019127432,23.76134376,6.07E-05,0.047557881
ENSMZEG00005006965,-1.980960393,3.297727916,24.12272354,6.09E-05,0.047557881
ENSMZEG00005001862,1.176599664,5.175424789,23.88689624,6.12E-05,0.047557881
ENSMZEG00005026430,-0.967157136,5.32835344,23.65296538,6.24E-05,0.047557881
ENSMZEG00005025454,-1.894027147,1.872239788,23.35103716,6.75E-05,0.048337989
ENSMZEG00005019765,-1.656232341,2.563146875,23.2683424,6.90E-05,0.048337989
ENSMZEG00005007350,-1.656148078,2.632549425,22.79123232,7.81E-05,0.050326926
ENSMZEG00005026223,1.367667354,2.432169013,22.73263566,7.93E-05,0.050326926
ENSMZEG00005007753,0.826853623,6.503234237,22.6818615,8.04E-05,0.050326926
ENSMZEG00005005475,-1.718458155,2.825748511,22.42706017,8.60E-05,0.050525521
ENSMZEG00005002532,-2.260114464,2.573610311,22.55849726,8.85E-05,0.050525521
ENSMZEG00005019501,-1.757416716,1.5883132,22.28290757,8.94E-05,0.050525521
ENSMZEG00005013785,-1.484493053,2.72610943,21.97962752,9.69E-05,0.052500224
ENSMZEG00005023824,-1.680581461,3.569645627,22.13728032,0.000100196,0.052500224
ENSMZEG00005026550,-1.755293752,3.328625354,21.99786005,0.000102446,0.052500224
ENSMZEG00005005481,0.913536814,6.070249511,21.64678191,0.000106003,0.052500224
ENSMZEG00005009812,-1.991934374,4.665532254,22.57960895,0.000110207,0.052500224
ENSMZEG00005008093,-1.855965586,2.31083869,21.48195297,0.000110842,0.052500224
ENSMZEG00005022979,-2.116986873,3.839736454,22.0770885,0.000118417,0.054612032
ENSMZEG00005007131,-1.029450811,3.647872296,20.95346328,0.00012805,0.057540358
ENSMZEG00005014814,-1.119258433,3.249759083,20.74377514,0.000135666,0.058298933
ENSMZEG00005017584,-1.009136099,4.447346541,20.72446588,0.000136391,0.058298933
ENSMZEG00005006204,-1.600402626,2.339341519,20.43718379,0.000147702,0.058878894
ENSMZEG00005004857,-1.962796005,3.311544822,20.66258878,0.000155821,0.058878894
ENSMZEG00005021174,0.58222673,6.157457978,20.15561283,0.000159786,0.058878894
ENSMZEG00005008021,1.383517538,1.156719932,20.13293085,0.000160805,0.058878894
ENSMZEG00005003221,-0.661582113,6.180609211,20.04532891,0.000164809,0.058878894
ENSMZEG00005002879,-1.579733833,3.460812483,20.17538934,0.000166693,0.058878894
ENSMZEG00005004294,-1.613486094,3.454030554,20.09118138,0.00017171,0.058878894
ENSMZEG00005009898,-1.987194615,2.548264904,19.93443168,0.000173808,0.058878894
ENSMZEG00005002422,0.639255321,4.368137841,19.82821567,0.000175206,0.058878894
ENSMZEG00005015475,-2.059694683,2.605707326,19.96473107,0.000177166,0.058878894
ENSMZEG00005006087,0.779889908,4.262018398,19.78581079,0.000177319,0.058878894
ENSMZEG00005002317,-1.960833651,2.498086865,19.81637548,0.000178065,0.058878894
ENSMZEG00005023204,4.73289364,0.347081464,19.66379686,0.000183962,0.05952117
ENSMZEG00005017113,-1.788621925,3.165206017,19.83430374,0.0001868,0.05952117
ENSMZEG00005017357,1.492425264,6.322908545,20.12889429,0.000190501,0.059616608
ENSMZEG00005014295,-1.820716921,2.572189834,19.37113948,0.00019993,0.06060281
ENSMZEG00005001479,7.047902299,-0.712433796,21.32800674,0.000201569,0.06060281
ENSMZEG00005010261,1.39730097,3.224456433,19.23792719,0.000207265,0.06060281
ENSMZEG00005008702,-1.81424195,2.78597249,19.31508639,0.000207485,0.06060281
ENSMZEG00005013055,-0.754430723,3.620670777,19.14844991,0.000212659,0.061095963
ENSMZEG00005002933,0.771274714,6.310403346,19.00964063,0.000221332,0.062561993
ENSMZEG00005001478,-0.798808401,3.379088695,18.86158328,0.000231009,0.063493629
ENSMZEG00005017883,-1.485981337,2.623041098,18.84868002,0.000231874,0.063493629
ENSMZEG00005004947,-1.830691727,3.10896596,18.96070838,0.00024071,0.064759023
ENSMZEG00005009940,-1.622756508,3.89526891,19.08391573,0.000243886,0.064759023
ENSMZEG00005021498,-1.901570448,0.643946309,18.51782167,0.000255302,0.066778695
ENSMZEG00005010360,1.5467779,3.900718496,18.74607298,0.000260676,0.067181549
ENSMZEG00005011914,-2.016031425,3.182511626,18.71785889,0.000273009,0.06934034
ENSMZEG00005027477,-1.668797472,2.367735109,17.92772437,0.000303748,0.076045556
ENSMZEG00005007015,-0.965208176,4.777542398,17.55768571,0.000339186,0.083721565
ENSMZEG00005004974,-1.737668138,2.535541572,17.23730596,0.000374219,0.091086061
ENSMZEG00005004561,0.985788644,2.718039332,17.16187335,0.000382146,0.09174118
ENSMZEG00005006064,-0.644155216,5.90341053,17.07167373,0.000392744,0.092789007
ENSMZEG00005018811,-1.992199082,1.083103616,17.03536757,0.0003971,0.092789007
ENSMZEG00005008140,1.02530026,5.908612933,17.09118333,0.000406144,0.093653687
ENSMZEG00005006884,3.74012927,4.11826038,17.63569572,0.000440512,0.099135876
ENSMZEG00005022072,2.440256675,5.686781511,17.5975284,0.000451113,0.099135876
ENSMZEG00005013471,-1.772107598,2.906652658,16.78932055,0.000451359,0.099135876
ENSMZEG00005020781,1.252099979,6.808471559,16.87454562,0.000453446,0.099135876
ENSMZEG00005003480,0.844703589,5.519866518,16.540771,0.000461991,0.099135876
ENSMZEG00005017855,-1.693919063,3.225743217,16.7475323,0.00046386,0.099135876
ENSMZEG00005004479,-1.283499473,4.110044804,16.58830455,0.000481601,0.100937003
ENSMZEG00005007493,-1.346910345,2.794224954,16.39133761,0.000483806,0.100937003
ENSMZEG00005000580,-1.571151967,2.474815262,16.1245273,0.000525602,0.107978097
ENSMZEG00005016050,-1.568213381,4.804057605,16.68250965,0.000530888,0.107978097
ENSMZEG00005023760,-1.888378285,2.103104857,16.06150306,0.00053604,0.107978097
ENSMZEG00005005429,-1.885118927,1.867804482,16.0112457,0.000544525,0.108440855
ENSMZEG00005011749,-1.478796551,1.526648985,15.82372057,0.000577502,0.112506262
ENSMZEG00005012251,0.582998766,6.194124349,15.82219822,0.000577778,0.112506262
ENSMZEG00005020473,-3.202593329,7.288100063,16.70868122,0.000588261,0.11328878
ENSMZEG00005004461,1.470521741,6.316137848,16.23459555,0.000600187,0.114329112
ENSMZEG00005005023,0.574656057,5.335023611,15.58624518,0.000622425,0.117290287
ENSMZEG00005017607,-1.517550839,1.939127601,15.34472565,0.000672052,0.125294717
ENSMZEG00005011469,-0.72225929,3.645122601,15.28960636,0.000683972,0.126174863
ENSMZEG00005014190,0.89081623,9.331157453,15.24206832,0.000694439,0.126771198
ENSMZEG00005007810,-1.445672091,2.719786779,15.18811953,0.000706528,0.12764856
ENSMZEG00005026349,-2.41558649,1.025074855,15.09918001,0.000726964,0.130000447
ENSMZEG00005001637,1.139765516,3.169490715,14.99848983,0.000750881,0.132699668
ENSMZEG00005007944,-1.758118393,1.889616715,14.97246163,0.000757202,0.132699668
ENSMZEG00005000757,0.611813877,5.601610764,14.89231543,0.000777034,0.134826896
ENSMZEG00005026243,1.131934862,5.148371742,15.03983159,0.000806421,0.138554195
ENSMZEG00005017293,0.51747099,4.69173788,14.71455696,0.000823072,0.140042038
ENSMZEG00005014254,-1.94316581,2.603777954,14.83431668,0.000840749,0.140732801
ENSMZEG00005015584,-0.720540163,5.955614151,14.63774772,0.000843878,0.140732801
ENSMZEG00005007008,1.092332146,4.179331697,14.68185857,0.000859133,0.140732801
ENSMZEG00005025400,0.904280901,8.82136498,14.55972562,0.000865603,0.140732801
ENSMZEG00005013126,-1.496886801,2.90278061,14.57099464,0.000875078,0.140732801
ENSMZEG00005002374,-1.171440008,2.474515811,14.48598854,0.000886696,0.140732801
ENSMZEG00005018964,-1.270343651,3.829665994,14.61158712,0.000891011,0.140732801
ENSMZEG00005014596,-2.085986069,1.476217023,14.43713124,0.00090098,0.140732801
ENSMZEG00005010134,-0.964155716,3.576321513,14.42846123,0.000903541,0.140732801
ENSMZEG00005009240,-1.944119091,2.403782854,14.55480929,0.000907435,0.140732801
ENSMZEG00005016859,-1.674491148,1.306804774,14.36569981,0.000922319,0.141786317
ENSMZEG00005014685,-0.497809829,4.744638078,14.17953075,0.00098057,0.1494304
ENSMZEG00005017459,-0.461765314,4.22281197,14.13183018,0.000996134,0.150398403
ENSMZEG00005000962,0.438437368,6.020898515,14.10050373,0.001006501,0.150398403
ENSMZEG00005004518,1.323400229,6.443474531,14.44649989,0.001018057,0.150398403
ENSMZEG00005011466,0.918122179,7.744455117,14.02273547,0.001032752,0.150398403
ENSMZEG00005020970,-0.737906182,2.541431359,13.99654591,0.00104176,0.150398403
ENSMZEG00005003780,-0.724359211,2.941836784,13.98517009,0.001045699,0.150398403
ENSMZEG00005012341,1.6060562,3.993127693,14.35729072,0.001048826,0.150398403
ENSMZEG00005024942,-1.729338598,2.733995561,14.08545893,0.001058269,0.150398403
ENSMZEG00005004933,0.902209222,6.35904544,13.96635056,0.00106416,0.150398403
ENSMZEG00005001663,-1.602502846,0.264934246,13.89459213,0.001077652,0.151086748
ENSMZEG00005021741,1.0561176,5.547143833,14.03637928,0.001101899,0.152503044
ENSMZEG00005004510,-0.952383435,3.200254312,13.8057666,0.001110024,0.152503044
ENSMZEG00005016117,0.558906148,5.034234395,13.79542937,0.00111386,0.152503044
ENSMZEG00005005531,1.354237311,6.750449071,14.09260436,0.00113933,0.154781085
ENSMZEG00005009621,-1.423368609,1.863572004,13.63774137,0.001174203,0.157196802
ENSMZEG00005014722,-2.066974821,3.119125208,13.96622442,0.001198199,0.157196802
ENSMZEG00005010948,-1.38457,3.19318843,13.63765414,0.001206976,0.157196802
ENSMZEG00005026281,0.756843633,6.459485401,13.53262903,0.001216405,0.157196802
ENSMZEG00005017023,-0.517791126,6.930111194,13.52360559,0.001220105,0.157196802
ENSMZEG00005017575,-0.74238292,2.6842692,13.51760657,0.001222571,0.157196802
ENSMZEG00005007918,-2.020162379,2.241594051,13.63810756,0.001225936,0.157196802
ENSMZEG00005010045,-1.016710767,1.426281975,13.48492248,0.001236104,0.157196802
ENSMZEG00005015944,-0.463379459,4.133582897,13.48075531,0.001237841,0.157196802
ENSMZEG00005002394,-1.763184522,2.374882098,13.50614979,0.001257379,0.158529298
ENSMZEG00005000218,2.205781095,1.511251014,13.21113454,0.001370207,0.171520589
ENSMZEG00005003958,-1.865586687,1.627995488,13.13982853,0.001389412,0.172691045
ENSMZEG00005026322,-0.874429837,3.392722545,13.11785869,0.001399852,0.172763416
ENSMZEG00005015689,0.667837566,3.897449294,12.88568523,0.001515579,0.185737869
ENSMZEG00005011665,-3.920983233,-1.029850515,12.70301943,0.001613981,0.190251173
ENSMZEG00005008742,-0.699035908,2.764258201,12.69688708,0.001617404,0.190251173
ENSMZEG00005021603,-2.181918167,0.989395118,12.66328529,0.001636298,0.190251173
ENSMZEG00005020548,-0.905730953,3.103712676,12.66131993,0.001637411,0.190251173
ENSMZEG00005001355,-0.504502427,4.806578932,12.63363377,0.001653172,0.190251173
ENSMZEG00005001656,-0.653580678,4.663037593,12.62660882,0.001657197,0.190251173
ENSMZEG00005004883,-1.342070582,3.364590081,12.72742746,0.001662369,0.190251173
ENSMZEG00005009005,-0.63596659,4.018461508,12.61453845,0.001664139,0.190251173
ENSMZEG00005027179,-1.108107641,1.290715936,12.60899067,0.00166734,0.190251173
ENSMZEG00005007145,-0.469562311,4.519567514,12.60676167,0.001668628,0.190251173
ENSMZEG00005014212,1.217882647,2.380379427,12.60124223,0.001671822,0.190251173
ENSMZEG00005005777,-0.780120052,3.047294865,12.56533602,0.001692765,0.191391684
ENSMZEG00005025411,-0.532736632,3.939223294,12.53008458,0.001713606,0.191920449
ENSMZEG00005001404,-0.504045576,4.029185957,12.50982298,0.001725711,0.191920449
ENSMZEG00005010923,0.72321603,5.483787123,12.50219036,0.001730296,0.191920449
ENSMZEG00005005278,-0.835774749,2.393492264,12.45119598,0.001761268,0.192975653
ENSMZEG00005002463,1.359468064,3.120238785,12.52224791,0.001770507,0.192975653
ENSMZEG00005024484,1.178385216,2.415783275,12.41863472,0.001781361,0.192975653
ENSMZEG00005012559,0.887170983,8.305588046,12.39259255,0.001797612,0.192975653
ENSMZEG00005028519,5.638590066,-1.25535714,13.26555257,0.001804627,0.192975653
ENSMZEG00005016513,-4.243374802,1.819363097,12.62167394,0.001805878,0.192975653
ENSMZEG00005000266,1.330843553,2.277145158,12.35347568,0.001822327,0.193553261
ENSMZEG00005018479,-2.027897679,0.606981907,12.25617765,0.001885429,0.199049096
ENSMZEG00005010037,-2.13828886,0.974270244,12.20859475,0.001917155,0.201186527
ENSMZEG00005008154,-0.974786464,2.088099912,12.08926625,0.001999316,0.208559566
ENSMZEG00005022975,-0.469341172,5.091419641,12.07201532,0.002011509,0.208589865
ENSMZEG00005027386,-2.600454523,0.745671658,12.03594815,0.002037264,0.209690621
ENSMZEG00005018414,-0.581821728,4.96176676,12.00888245,0.002056829,0.209690621
ENSMZEG00005009050,-1.762457466,1.865764505,11.99658713,0.002065784,0.209690621
ENSMZEG00005027144,-1.140319575,2.032825863,11.99084055,0.002069984,0.209690621
ENSMZEG00005006546,-1.528903152,1.069126922,11.97159694,0.002084118,0.209909004
ENSMZEG00005021322,-0.88559986,5.421941067,12.02779919,0.002108057,0.210033895
ENSMZEG00005017728,0.707054271,6.607293889,11.93107715,0.002114224,0.210033895
ENSMZEG00005018278,0.599356193,6.41622488,11.92162871,0.002121312,0.210033895
ENSMZEG00005008851,0.536670631,5.122290333,11.89652429,0.002140273,0.210704305
ENSMZEG00005011512,1.049492552,5.027969123,12.08636495,0.00215213,0.210704305
ENSMZEG00005008655,-1.866984009,1.340746091,11.79387355,0.002219752,0.216117481
ENSMZEG00005011519,3.11314847,4.933882918,12.37198468,0.002257173,0.218546745
ENSMZEG00005018416,0.555590667,5.787337689,11.72637977,0.002273766,0.218943697
ENSMZEG00005015020,0.866144375,4.288764604,11.70614102,0.002292696,0.219560142
ENSMZEG00005010208,-1.335083697,1.572797452,11.65545659,0.002332079,0.221570237
ENSMZEG00005024395,-0.929470608,3.354824602,11.64654906,0.002339518,0.221570237
ENSMZEG00005020814,4.323203256,-0.319083952,12.41367799,0.002357005,0.221570237
ENSMZEG00005019050,0.716507762,6.40874137,11.59781403,0.002380678,0.221570237
ENSMZEG00005002640,-0.450296092,5.407249939,11.59777012,0.002380716,0.221570237
ENSMZEG00005008849,-2.090695343,0.773625625,11.58261668,0.002393675,0.221570237
ENSMZEG00005004527,-1.430593002,1.139990094,11.56150015,0.002411863,0.221570237
ENSMZEG00005026036,-0.813477829,3.034537168,11.55628048,0.002416382,0.221570237
ENSMZEG00005016265,0.438797794,4.490434966,11.54351424,0.002427474,0.221570237
ENSMZEG00005005448,-1.343876793,2.432266934,11.52536236,0.002443341,0.221862991
ENSMZEG00005015006,2.382091543,2.594744057,11.84242767,0.002470706,0.223191329
ENSMZEG00005014679,-0.654700419,6.37115179,11.4484919,0.002511806,0.224902388
ENSMZEG00005016669,2.427593882,4.134588648,11.93042649,0.002526052,0.224902388
ENSMZEG00005000851,0.496263652,5.168155606,11.4304833,0.002528147,0.224902388
ENSMZEG00005028035,-1.513431461,1.890813418,11.34619409,0.002606193,0.229788571
ENSMZEG00005021865,-1.067292838,3.134857299,11.33034282,0.002621163,0.229788571
ENSMZEG00005011021,-1.543868548,1.82009536,11.329028,0.002622409,0.229788571
ENSMZEG00005026344,-1.085424997,2.813752128,11.27362629,0.002675501,0.231803463
ENSMZEG00005027779,3.474354343,1.846575163,11.64041826,0.002681256,0.231803463
ENSMZEG00005022042,0.634279159,7.866946698,11.26375451,0.002685084,0.231803463
ENSMZEG00005017630,0.653925345,3.244441672,11.22155973,0.002726471,0.234222594
ENSMZEG00005027565,0.925527662,3.387373975,11.18051186,0.002767404,0.23657931
ENSMZEG00005007919,-1.69048725,1.184119389,11.14281619,0.002805587,0.238654501
ENSMZEG00005011189,-0.93501977,3.276104082,11.12842776,0.002820314,0.238654501
ENSMZEG00005025968,-1.491105097,1.909814178,11.09560503,0.002854225,0.238654501
ENSMZEG00005023634,0.905836998,3.823833106,11.09039979,0.002859644,0.238654501
ENSMZEG00005009092,-1.763357935,1.400027885,11.09027978,0.002859769,0.238654501
ENSMZEG00005004761,1.014659751,7.16555263,11.14695134,0.002917079,0.240357604
ENSMZEG00005002842,0.59536013,7.553337056,11.0297103,0.00292366,0.240357604
ENSMZEG00005000358,-0.452545448,5.490550743,11.01976832,0.002934296,0.240357604
ENSMZEG00005024566,-1.728894325,1.250852815,11.00474846,0.002950445,0.240357604
ENSMZEG00005026370,0.491603239,5.223184952,10.99966841,0.002955929,0.240357604
ENSMZEG00005022122,-0.873741026,1.830638117,10.99362436,0.002962467,0.240357604
ENSMZEG00005015959,-0.446770906,4.735205375,10.97438881,0.002983384,0.240939168
ENSMZEG00005022804,-1.392861996,2.770951832,10.9783956,0.003024235,0.243117966
ENSMZEG00005005367,-0.625781293,3.786212531,10.89812095,0.003067921,0.245503758
ENSMZEG00005026258,0.413144996,5.992399709,10.85503983,0.003116831,0.247049282
ENSMZEG00005009160,0.570611542,5.81712824,10.84386303,0.003129659,0.247049282
ENSMZEG00005021308,-0.665050758,6.777400229,10.83728464,0.003137236,0.247049282
ENSMZEG00005025909,0.400498432,4.086957711,10.83175313,0.003143623,0.247049282
ENSMZEG00005020143,-0.752109916,3.705578303,10.7800927,0.003203965,0.250667326
ENSMZEG00005020668,-0.579490785,3.682821535,10.75914687,0.003228791,0.251486935
ENSMZEG00005009876,-0.674562966,5.825805916,10.7028192,0.003296605,0.255428726
ENSMZEG00005023390,0.592061765,5.909202676,10.69302996,0.003308549,0.255428726
ENSMZEG00005011779,1.135031797,5.412482083,10.92958689,0.003330226,0.25597462
ENSMZEG00005010016,-1.018337744,3.157853669,10.65261616,0.003358362,0.257010028
ENSMZEG00005002535,-0.470570088,4.018130162,10.60509106,0.003417994,0.259633178
ENSMZEG00005003899,-1.123328362,6.281514141,10.81115117,0.003427094,0.259633178
ENSMZEG00005004160,-0.876845458,4.010560072,10.58508547,0.003446609,0.259633178
ENSMZEG00005027027,-1.807975947,1.734400145,10.56801143,0.003478411,0.259633178
ENSMZEG00005015388,-0.525952222,3.877930097,10.5566811,0.003479932,0.259633178
ENSMZEG00005018497,0.958184624,6.405978013,10.67717211,0.003481529,0.259633178
ENSMZEG00005007285,-1.528243387,2.036950892,10.54028826,0.003501183,0.2599925
ENSMZEG00005017506,-0.452830407,4.552569883,10.52389196,0.003522581,0.260477777
ENSMZEG00005003130,0.498517475,5.372425235,10.46513106,0.003600453,0.264006181
ENSMZEG00005027993,-2.003842902,1.734207709,10.52534344,0.003604628,0.264006181
ENSMZEG00005001531,-0.324793937,4.967977402,10.45394374,0.003615491,0.264006181
ENSMZEG00005013921,-1.217501213,2.090502266,10.42278033,0.003657746,0.264741232
ENSMZEG00005021890,-3.184815492,-0.105940269,10.41914859,0.003662706,0.264741232
ENSMZEG00005005580,0.670121049,3.940006448,10.40346293,0.003684211,0.264741232
ENSMZEG00005012239,0.562098109,7.200946977,10.40217456,0.003685983,0.264741232
ENSMZEG00005026943,-2.149469865,0.709193624,10.35641753,0.003749544,0.266028956
ENSMZEG00005015267,-0.836351225,4.591348876,10.39035114,0.003755463,0.266028956
ENSMZEG00005022352,0.724848174,3.843336796,10.35086656,0.003757337,0.266028956
ENSMZEG00005004375,-1.461375976,1.26477668,10.33765169,0.003775959,0.266028956
ENSMZEG00005005814,-0.428401922,4.880605296,10.33492582,0.003779812,0.266028956
ENSMZEG00005009118,2.098180244,2.662200536,10.59617647,0.003795002,0.266029618
ENSMZEG00005008508,-3.359019843,-0.076900736,10.31175236,0.003812749,0.266059479
ENSMZEG00005007953,0.466730334,3.926414428,10.30263682,0.003825791,0.266059479
ENSMZEG00005007841,-0.501301679,3.492900718,10.28459856,0.003851744,0.266805573
ENSMZEG00005015934,-0.521269915,3.960099457,10.26709998,0.003877105,0.266900528
ENSMZEG00005027063,0.845261944,4.05547932,10.2484726,0.00390663,0.266900528
ENSMZEG00005014336,1.368561175,1.646204241,10.24224421,0.003913443,0.266900528
ENSMZEG00005004400,-2.199269929,0.511674652,10.24184263,0.003914033,0.266900528
ENSMZEG00005018841,-1.137164601,1.549478642,10.22393066,0.003940456,0.267001298
ENSMZEG00005026200,-0.680443549,5.350629755,10.22020133,0.003945982,0.267001298
ENSMZEG00005018267,-0.570061099,4.319453295,10.20737307,0.003965055,0.267015328
ENSMZEG00005015299,-1.191584397,1.73498491,10.19959953,0.003976662,0.267015328
ENSMZEG00005011247,2.081959636,6.73468556,10.547093,0.004056925,0.270228628
ENSMZEG00005008082,-1.658902682,2.463441328,10.22422816,0.004083944,0.270228628
ENSMZEG00005020807,1.940595022,1.053832983,10.12688691,0.004087053,0.270228628
ENSMZEG00005010369,-0.438154869,6.16597296,10.11959918,0.004098301,0.270228628
ENSMZEG00005019984,-2.108518826,0.844459677,10.11217795,0.004109789,0.270228628
ENSMZEG00005011197,-1.02181293,6.022462038,10.26505016,0.00413267,0.270228628
ENSMZEG00005002442,0.586006616,4.139552804,10.09030505,0.004143857,0.270228628
ENSMZEG00005006643,2.895368439,3.802239532,10.51476956,0.004158458,0.270228628
ENSMZEG00005023433,1.015624699,4.768155238,10.23674735,0.004163294,0.270228628
ENSMZEG00005022102,1.734760476,1.776684177,10.08066935,0.004186814,0.270752435
ENSMZEG00005004038,-1.55350751,1.826801979,10.03409302,0.004232838,0.271838845
ENSMZEG00005024522,0.760945718,8.457742185,10.03297012,0.004234637,0.271838845
ENSMZEG00005006395,0.601389169,7.554522512,10.01524844,0.004263135,0.272669494
ENSMZEG00005001459,-1.372681547,3.827228097,10.20959943,0.004285576,0.273108075
ENSMZEG00005023444,-3.161912832,2.299324825,10.33647461,0.004312249,0.273812163
ENSMZEG00005025372,0.418116288,4.468831755,9.962798557,0.00434872,0.275131126
ENSMZEG00005013587,-0.555944175,8.144190112,9.933918072,0.004396649,0.276385065
ENSMZEG00005001185,-1.163255654,1.619594945,9.931480161,0.004400721,0.276385065
ENSMZEG00005020161,-1.70525441,0.871702691,9.913171343,0.004431437,0.276385065
ENSMZEG00005005265,-0.596213202,3.763881887,9.905231252,0.004444831,0.276385065
ENSMZEG00005016237,-0.56939602,3.075614796,9.903714397,0.004447394,0.276385065
ENSMZEG00005002939,-1.186854131,1.362076129,9.863052204,0.004516729,0.279690142
ENSMZEG00005002414,0.484917784,4.608332867,9.850440787,0.004538473,0.279690142
ENSMZEG00005012652,-0.580058799,3.959963061,9.84467287,0.004548456,0.279690142
ENSMZEG00005016405,0.60888883,4.736746214,9.813477473,0.004602868,0.281957748
ENSMZEG00005006972,1.724789396,1.804850957,9.834905091,0.004617511,0.281957748
ENSMZEG00005017261,-0.738433453,4.409285438,9.790887931,0.004642715,0.282512457
ENSMZEG00005026921,-0.753732776,4.123332767,9.732771348,0.004746981,0.287298867
ENSMZEG00005014556,0.488199668,5.21772133,9.728821168,0.004754161,0.287298867
ENSMZEG00005005082,0.486067716,6.00654035,9.708073611,0.004792067,0.287488266
ENSMZEG00005015154,-1.640022932,1.324250699,9.707768984,0.004792626,0.287488266
ENSMZEG00005026497,-1.999312984,0.623102081,9.700216279,0.004806509,0.287488266
ENSMZEG00005003534,2.830866483,-0.558780766,9.688545257,0.004828048,0.287794365
ENSMZEG00005001255,0.915999662,4.984518427,9.795050115,0.004856977,0.288537366
ENSMZEG00005001851,0.87522361,5.423977631,9.767700161,0.004884109,0.288634229
ENSMZEG00005003538,0.486531731,4.670580294,9.638897704,0.004920867,0.288634229
ENSMZEG00005016726,0.98721411,9.9799963,9.718476779,0.004925172,0.288634229
ENSMZEG00005018531,-1.78137335,1.633309745,9.640687186,0.004934461,0.288634229
ENSMZEG00005013363,-1.408371058,1.831562909,9.628287028,0.004940957,0.288634229
ENSMZEG00005018127,-0.61662005,3.765319365,9.600418081,0.004994153,0.290772558
ENSMZEG00005008067,-0.431036071,5.461241073,9.590707954,0.005012836,0.290893861
ENSMZEG00005019256,-0.570121977,4.713984877,9.569422669,0.005054057,0.292318005
ENSMZEG00005005041,-0.375638558,4.367938002,9.539780994,0.005112083,0.294701514
ENSMZEG00005004637,-0.904961437,2.160010245,9.522274536,0.005146697,0.294885851
ENSMZEG00005013532,0.505926321,3.820365648,9.521147417,0.005148934,0.294885851
ENSMZEG00005025616,-1.125072966,1.946204672,9.488340032,0.005214526,0.296100878
ENSMZEG00005027136,0.571701946,3.825670545,9.471313204,0.00524893,0.296100878
ENSMZEG00005019345,-0.365789553,5.566291471,9.462467282,0.005266901,0.296100878
ENSMZEG00005016315,0.668774116,7.570897936,9.459625668,0.005272689,0.296100878
ENSMZEG00005028034,-1.563764284,1.051653491,9.459326114,0.005273299,0.296100878
ENSMZEG00005008938,-0.888051985,2.412734467,9.457495639,0.005277031,0.296100878
ENSMZEG00005015488,-1.754427524,1.010690422,9.441896079,0.005308956,0.296100878
ENSMZEG00005006511,0.945137007,9.795906041,9.505724063,0.005313125,0.296100878
ENSMZEG00005022450,0.419081297,3.908511191,9.417770435,0.005358748,0.296100878
ENSMZEG00005025486,-0.386686512,5.199956304,9.417039696,0.005360264,0.296100878
ENSMZEG00005021288,0.650958488,7.088489392,9.412926745,0.005368806,0.296100878
ENSMZEG00005012935,-0.459176396,4.140605899,9.410958023,0.0053729,0.296100878
ENSMZEG00005019336,0.456438698,5.348764041,9.401719946,0.005392158,0.296230605
ENSMZEG00005000729,0.379429411,4.586508123,9.375389348,0.005447462,0.297453201
ENSMZEG00005003235,1.157795487,2.484037914,9.370877869,0.005457,0.297453201
ENSMZEG00005001325,-0.512856257,4.909407832,9.359561232,0.005481007,0.297453201
ENSMZEG00005019150,0.429861248,6.084909816,9.358951197,0.005482304,0.297453201
ENSMZEG00005009541,1.090513327,6.448075978,9.533699982,0.005507657,0.29790642
ENSMZEG00005016534,0.766364169,1.877666301,9.32414622,0.005556887,0.298835655
ENSMZEG00005011806,1.686774012,2.420776521,9.393750728,0.00555894,0.298835655
ENSMZEG00005007021,-1.476972822,1.671102602,9.304524157,0.005599425,0.299035527
